title,address,website,phone,profiles
Koffeetech Communications,"Mittal Commercia, 601-602, Hasan Pada Rd, Mittal Industrial Estate, Marol, Andheri East, Mumbai, Maharashtra 400059",https://www.koffeetech.com/,098604 00999,<br/>https://mobile.twitter.com/koffeetechcomm<br/>https://www.instagram.com/koffeetech/
FruitBowl Digital,"Fruitbowl Digital Media Pvt Ltd,, 2nd floor, V1 Building, Mehra compound,, Andheri Kurla Road, Sakinaka, Andheri east, Mumbai, Maharashtra 400072",http://www.fruitbowldigital.com/,084339 57555,<br/>https://in.linkedin.com/company/fruitbowl-digital<br/>https://mobile.twitter.com/fruitbowldigi<br/>https://www.instagram.com/fruitbowldigital/<br/>https://www.facebook.com/FruitBowlDigital/
DigiChefs,"3rd Floor, Jai Antariksha, 306, Makwana Rd, Marol, Andheri East, Mumbai, Maharashtra 400059",https://digichefs.com/,,<br/>https://in.linkedin.com/company/digichefs<br/>https://www.instagram.com/digi_chefs/<br/>https://www.facebook.com/digichefs/
Brandwitty - Digital Marketing Agency,"Flat no 1, A-1, Krishna Nagar 1, Near Hotel Rajmahal, Chandavarkar Road Near Borivali Railway Station, Borivali West, Mumbai, Maharashtra 400092",https://brandwitty.com/,096190 32791,
Digitactix,"7 HEK Compound, Mahakali Caves Rd, opp. Indian Bank, Andheri East, Mumbai, Maharashtra 400093",https://digitactix.com/?utm_source=google&utm_medium=GMB,,<br/>https://in.linkedin.com/in/digitactix<br/>https://www.instagram.com/digitactix/<br/>https://in.pinterest.com/digitactix20/<br/>https://www.facebook.com/digitactix/<br/>https://mobile.twitter.com/digitactix
Kerkar Media : Digital Marketing Agency In Andheri,"5C 32 Corporate Avenue, Off Road, Mahakali Caves Rd, Andheri East, Mumbai, Maharashtra 400093",https://www.kerkarmedia.com/,093728 48796,<br/>https://www.facebook.com/kerkarmedia/<br/>https://in.linkedin.com/company/kerkarmedia
"SySpree Web Designing and Digital Marketing Company for SEO, SMO","207, Primus Business Park Wagle Estate, Road No: 29 Near Ashar IT Park, Thane West, Mumbai, Maharashtra 400604",https://syspree.com/,086523 98888,<br/>https://www.facebook.com/Syspree/<br/>https://in.linkedin.com/in/syspree-solutions-b78898199<br/>https://mobile.twitter.com/syspree
3 Minds Digital,"814, 8th floor, Crescent Business Park, Samitha Complex Sakinaka Telephone Exchange Lane, Sakinaka, near Terminal 2, Andheri East, Mumbai, Maharashtra 400072",https://www.3mindsdigital.com/,022 6260 4859,<br/>https://in.linkedin.com/in/rahul-nair-a21802b3<br/>https://www.facebook.com/3MindsDigital/<br/>https://mobile.twitter.com/3mindsdigital<br/>https://www.instagram.com/3mindsdigital/
A&B - Digital Marketing Agency for Luxury Brands,"HD-218, WeWork Enam Sambhav C, 20, G Block Rd, G Block BKC, Bandra Kurla Complex, Bandra East, Mumbai, Maharashtra 400051",https://www.aandb.xyz/?utm_source=google&utm_medium=organic&utm_campaign=gmb,,
iProspect,"8th Floor, Above SBI Bank Devchand House,, Doctor Annie Besant Road, Mumbai, Maharashtra 400018",https://www.iprospect.com/,022 3314 9830,
"Digital Soch Pvt Ltd-Digital Marketing agency in Andheri, Mumbai-SEO company in Andheri, Mumbai-Google ads company in Andheri","203,Ackruti Star, MIDC Central Rd, Andheri East, Mumbai, Maharashtra 400093",http://www.digitalsochmedia.com/,072089 09232,<br/>https://www.facebook.com/Digital.Soch.Pvt.Ltd/<br/>https://www.youtube.com/channel/UCLnmfBKs2zEWqEYJdvU1jKQ<br/>https://in.linkedin.com/in/kunal-vora-5b951566
Verve Media,"Metro Station, 1C1, Gundecha Onclave, Kherani Road, Saki Naka, near Saki Naka, Andheri East, Mumbai, Maharashtra 400072",http://www.vervemedia.co.in/,097736 36203,<br/>https://www.facebook.com/VerveMediaIndia/<br/>https://twitter.com/vervemediaindia<br/>https://www.linkedin.com/company/weareverve<br/>https://www.instagram.com/vervemediaindia/
Puretech Digital,"5A - 5B Centrium, 1st Floor, Phoenix Market City, Lal Bahadur Shastri Rd, Kurla West, Saki Naka, Mumbai, Maharashtra 400070",https://www.puretech.com/,022 6148 2600,<br/>https://www.facebook.com/PuretechDigital/<br/>https://mobile.twitter.com/puretechdigital<br/>https://www.instagram.com/puretech.digital/<br/>https://www.linkedin.com/company/puretech-internet-pvt-ltd.
Schbang,"Kamala Mills Compound, 301/302 Trade World, Tower D, Lower Parel, Mumbai, Maharashtra 400013",http://www.schbang.com/,022 6184 8586,<br/>https://in.linkedin.com/in/himanshu-singh-030a60244<br/>https://www.youtube.com/channel/UCYUF_b_ISfKkA0wHTvfQOrQ
Interactive Avenues,"3rd Floor, Chhibber House, M Vasanji Road, Opposite Pop Tate’s, Mumbai, Maharashtra 400072",http://interactiveavenues.com/,022 6264 5000,
Orion Digital | Digital Marketing agency in Mumbai | SEO Agency | ORM Agency | Social Media Agency | Digital Ads,"231, Kuber Complex, 2nd Floor, Near Bora Bora, Off New Link Road,Andheri (West), Mumbai, Maharashtra 400058",https://www.oriondigital.in/,084338 35983,<br/>https://www.facebook.com/OrionDigitalAgency/<br/>https://mobile.twitter.com/digitalorion
Ethinos Digital Marketing,"B Wing, Community Coworks, Ackruti Trade Centre, 5th, Rd Number 7, Marol MIDC Industry Estate, Andheri East, Mumbai, Maharashtra 400093",http://www.ethinos.com/,073035 50560,<br/>https://in.pinterest.com/EthinosDigital/<br/>https://in.linkedin.com/in/khushboo-b-2a3857142<br/>https://www.facebook.com/EthinosDigital/<br/>https://mobile.twitter.com/ethinos
Mirum,"Raheja Plaza, 101 A, Lal Bahadur Shastri Rd, Ghatkopar, Nityanand Nagar, Ghatkopar West, Mumbai, Maharashtra 400086",https://www.mirumindia.com/,022 4966 2000,<br/>https://in.linkedin.com/in/aditya-verma-36b2825a
BriefKase - Digital Marketing Agency,"12, 2nd Floor, Meera House, Malabar Hill, Mumbai, Maharashtra 400006",#,098701 79600,<br/>https://www.facebook.com/HelloBriefKase/<br/>https://www.instagram.com/hellobriefkase/
Logicloop - Digital Marketing Agency & Tech Company,"1st Floor, Premier IT Park, Rd Number 11, Marol MIDC Industry Estate, Andheri East, Mumbai, Maharashtra 400069",https://www.logicloop.io/,091377 41123,<br/>https://www.facebook.com/logicloop.io/<br/>https://mobile.twitter.com/logicloop_io<br/>https://in.linkedin.com/company/logicloop
Sharptech Digital Marketing,"2,Gamdevi Ambika Temple,Kirol Road,Vidyavihar (W),Mumbai, Mumbai, Maharashtra 400086",http://www.sharptechcompany.com/,098928 48797,
DMTI SOFTPRO - Digital Marketing Course,"S V Road. 704, Pearl Plaza Near Andheri West Station, Maharashtra 400058",https://www.digital-marketing-courses.in/,098339 00110,
Koffeetech Communications,"Mittal Commercia, 601-602, Hasan Pada Rd, Mittal Industrial Estate, Marol, Andheri East, Mumbai, Maharashtra 400059",https://www.koffeetech.com/,098604 00999,<br/>https://mobile.twitter.com/koffeetechcomm<br/>https://www.instagram.com/koffeetech/
Digital Corsel - Digital Marketing Agency,"303, Brahans Business Park, Paper Box Rd, M.I.D.C, Andheri East, Mumbai, Maharashtra 400093",https://digitalcorsel.com/,080199 97777,
"Magnarevo Digital Marketing Agency in Malad, Mumbai","2nd Floor, Magnarevo Private Limited, Prestige Industrial Estate, Unit 220, Baudi Cross Ln, off Malad - Marve Road, near Orlem, Malad, Church, Malad West, Mumbai, Maharashtra 400064",https://www.magnarevo.com/,093241 42293,<br/>https://www.instagram.com/magnarevo/<br/>https://in.linkedin.com/company/magnarevo
WATConsult,"5th Floor, Parijat house (Apte Industrial Estate), Manjrekar Lane, Dr E Moses Road, Worli, Mumbai, Maharashtra 400018",http://www.watconsult.com/,011 4210 2515,<br/>https://www.facebook.com/watconsult/<br/>https://in.linkedin.com/in/wat-media-pvt-ltd-364a84128<br/>https://www.youtube.com/user/WATConsult<br/>https://www.instagram.com/watconsult/
LIPSiNDIA Digital Marketing Course Mumbai,"3/A, Vrindavan Building Gr. Floor, Umeda Ashram Rd, Behind Pantaloons, Borivali West, Mumbai, Maharashtra 400092",https://www.lipsindia.com/digital-marketing-course-in-mumbai-andheri-borivali-digital-marketing-training-thane,098332 01420,
Realatte - India's Leading Real Estate Digital Marketing Agency,"Premier IT Park, First Floor, Rd Number 11, Marol MIDC Industry Estate, Andheri East, Mumbai, Maharashtra 400069",https://realatte.com/,086572 51201,<br/>https://www.instagram.com/realattedigital/<br/>https://www.facebook.com/RealatteDigitalAgency/<br/>https://in.linkedin.com/company/realatte
Rishi Gangoly | Digital Marketing Company in Mumbai | Consultant | Expert,"Ashok Kumar Towers, Sion - Trombay Rd, Union Park, Chembur, Mumbai, Maharashtra 400071",https://seo-mumbai.services/,075195 31953,
Marque Digital,"16, Aradhana, off station road, bandra west, Mumbai, Maharashtra 400050",http://www.marquedigital.com/,088798 11704,<br/>https://www.facebook.com/marquedigital/<br/>https://www.linkedin.com/in/rohit-desai-9a50a779<br/>https://www.instagram.com/marquedigital/
BC Web Wise,"Flat No. 2, Building No- 1, Bandra Ursula CHS Rajaramwadi, Patkar lane, Off Hill Road, Sangeet Samrat Naushad Ali Rd, Bandra West, Mumbai, Maharashtra 400050",http://www.bcwebwise.com/,093216 99422,<br/>https://twitter.com/bcwebwise<br/>https://in.linkedin.com/in/monica-pereira-55921420<br/>https://www.facebook.com/bcwebwise/<br/>https://www.instagram.com/bcwebwise/
Being Digitalz,"Palm Spring Commercial Complex, 5th Floor -502, next to Infinity Mall, Malad West, Mumbai, Maharashtra 400064",https://www.beingdigitalz.com/,022 4924 1266,<br/>https://www.youtube.com/channel/UCcijRYv1Hu5iJfmcRzPEOMA<br/>https://www.instagram.com/beingdigitalz/<br/>https://www.facebook.com/beingdigitalz/<br/>https://in.linkedin.com/company/being-digitalz
The 4P Solutions - India's Leading B2B Digital Marketing Agency,"308-309 , B Wing Shankardhan Plaza, Swami Vivekananda Chowk, Pandit Jawaharlal Nehru Rd, above Yes Bank, Mulund West, Mumbai, Maharashtra 400080",http://the4psolutions.com/,022 3597 7171,<br/>https://in.linkedin.com/company/the-4p-solutions<br/>https://www.instagram.com/the4psolutions/<br/>https://www.facebook.com/the4psolutions/
Rohido Media - Ecommerce Website Development Company | Digital Marketing Agency,"604, A wing, Trade Square Mehra Compound, Andheri - Kurla Rd, Safed Pul, Saki Naka, Andheri East, Mumbai, Maharashtra 400072",https://rohido.com/,085619 08561,<br/>https://www.facebook.com/rohidomedia/<br/>https://www.instagram.com/rohidomedia/<br/>https://in.linkedin.com/company/rohido-media
Infidigit Consultants – SEO Company in Mumbai,"1501, 15th Floor, Dlh Park, Swami Vivekananda Rd, near MTNL Signal, Malad, Sunder Nagar, Goregaon West, Mumbai, Maharashtra 400104",https://www.infidigit.com/?utm_source=GMB&utm_medium=website_button&utm_campaign=gmb_website_button,099677 70890,<br/>https://in.linkedin.com/company/infidigit<br/>https://www.facebook.com/infidigitconsultants/<br/>https://mobile.twitter.com/infidigitindia<br/>https://www.instagram.com/infidigit/<br/>https://www.youtube.com/channel/UCGVKzNjYLJanK_WkyoeYpjQ
SEO & Digital Marketing Agency Mumbai - The Brand Saloon,"15, Hind Services Industrial Premises Co-operative Society Ltd Chandrakant Dhuru Vadi, Off SVS Road Opposite Chaitya Bhoomi, Dadar West, Shivaji Park, Mumbai, Maharashtra 400028",http://thebrandsaloon.com/,098213 84899,<br/>https://in.linkedin.com/company/the-brand-saloon-inc.<br/>https://www.facebook.com/TheBrandSaloon/<br/>https://www.instagram.com/thebrandsaloon/
Rankiology - Seo Company Mumbai - Services Agency,"Level 2, Dynasty Business Park Metro Station, Andheri - Kurla Rd, Chakala, 400065",https://www.rankiology.com/,088881 11425,<br/>https://in.linkedin.com/company/rankiology<br/>https://www.instagram.com/rankiology/
Operating Media,"206/207 Akruti Arcade, J P Road, Azad Nagar Opp Wadia School, Andheri West 2 Mins from Azad Nagar Metro Station, Mumbai, Maharashtra 400053",http://www.operatingmedia.com/,093264 74007,<br/>https://www.facebook.com/OperatingMedia/
Eduavenir Solution Pvt Ltd,"Office No - 607 Topiwala Center, Topiwala Marg, Near Railway Station, Topiwala Theater Compound, Goregaon West, Mumbai, Maharashtra 400062",https://eduavenir.com/,084199 61183,<br/>https://www.instagram.com/eduavenir/<br/>https://in.linkedin.com/company/eduavenir
KPAC Marketing | Digital Marketing Agency in Mumbai,"Chembur West, Tilak Nagar, Kurla, Mumbai, Maharashtra 400089",https://kpacmarketing.com/,081499 44357,
Digital Marketing Freelancer,"D-7, 18, Popatlal Bldg, Ranade Rd, Dadar West, Mumbai, Maharashtra 400028",https://movingdigits.com/,079774 62348,
Paarami Digital Consulting,"427, Avior Corporate Park, P&T Staff Colony, Mulund West, Mumbai, Maharashtra 400080",http://www.paarami.com/,096195 02551,<br/>https://in.linkedin.com/company/paaramidigitalconsulting<br/>https://www.facebook.com/PaaramiDigitalConsulting/<br/>https://www.instagram.com/paarami.digital/
OktoBuzz,"Oktobuzz Digital Solutions Pvt. Ltd., Plot No.33, HMG House, MIDC Central Rd, near Hotel Goldfinch, Andheri East, Mumbai, Maharashtra 400093",https://oktobuzz.com/,083693 67598,<br/>https://in.linkedin.com/in/aditya-naik-73a41012a<br/>https://mobile.twitter.com/oktobuzz<br/>https://www.facebook.com/oktobuzz/<br/>https://www.instagram.com/oktobuzz/
DMTI SOFTPRO Digital Marketing Courses,"Manmala Tank Rd, Joshi Vadi, Matunga West, Mumbai, Maharashtra 400016",https://www.digital-marketing-courses.in/,098339 00110,
Koffeetech Communications,"Mittal Commercia, 601-602, Hasan Pada Rd, Mittal Industrial Estate, Marol, Andheri East, Mumbai, Maharashtra 400059",https://www.koffeetech.com/,098604 00999,<br/>https://mobile.twitter.com/koffeetechcomm<br/>https://www.instagram.com/koffeetech/
Digistarr Digital Marketing Services,"Metro Station, Innov8 Boston House, Andheri East Boston House, 7th Floor Suren Rd, near Western Express Highway, Chakala, Andheri East, Mumbai, Maharashtra 400093",https://digistarr.com/,088507 76765,<br/>https://www.instagram.com/digistarrofficial/<br/>https://in.linkedin.com/in/digistarr-rahul
"Olio Global Adtech - Digital Marketing Agency | SEO Company in Mumbai, India","406, Metro & Railway Station, Rajgor Empire Building, Khot Ln, next to Ghatkopar, भट्टवाडी, Kapol wadi, Ghatkopar West, Mumbai, Maharashtra 400086",https://olioglobaladtech.com/,090824 06953,<br/>https://in.linkedin.com/company/olioglobal<br/>https://www.facebook.com/olioglobaladtech/
Insomniacs,"203, 2nd Floor, Ackruti Star, MIDC Central Rd, Andheri East, Mumbai, Maharashtra 400093",https://insomniacs.in/,088886 99986,<br/>https://in.linkedin.com/company/beinsomniacs<br/>https://www.facebook.com/beinsomniacs/
Chimp&z Inc,"1st Floor 18 Sultania House, Subhash Rd, Vile Parle East, Mumbai, Maharashtra 400057",https://www.chimpandzinc.com/,022 4978 1537,<br/>https://in.pinterest.com/chimpandzinc/<br/>https://www.facebook.com/chimpandzinc/<br/>https://www.instagram.com/chimpandzinc/<br/>https://mobile.twitter.com/chimpandzinc
The Bombay Digital - Digital Marketing Agency,"Bungalow No 173, RSC Road 45, opp. Pepsi Ground, Gorai 2, Borivali West, Mumbai, Maharashtra 400092",http://www.thebombaydigitalcompany.com/,091524 96555,<br/>https://www.facebook.com/thebombaydigitalcompany/<br/>https://in.linkedin.com/company/the-bombay-digital-company<br/>https://www.instagram.com/thebombaydigitalcompany/
WENS Media - WBIS Pvt. Ltd. - Digital | Communication | PR | Media Buying,"Office: Digital Marketing Agency, Jogani Industrial Estate, Unit 206 Building 5, Chunabhatti, Sion, Mumbai, Maharashtra 400022",https://wensmedia.in/,092009 00600,<br/>https://www.facebook.com/iwensmedia/<br/>https://mobile.twitter.com/mediawens
Ocupetal - Best Marketing Agency in Mumbai,090046 78591,http://ocupetal.com/,090046 78591,
VDigital Marketing,"4th floor BEST complex, behind McDonald's opposite station, Andheri West, Mumbai, Maharashtra 400058",http://www.vdigitalmarketing.com/,093209 57717,<br/>https://in.linkedin.com/company/vdigital-marketing-company
Digital Consulting Pandit |Digital Marketing Company in Mumbai,"Bus Stop, 302 A, Neptune Flying Colors Dindayal Upadhyay Marg, Near Check Naka, above Platinum Hospital, Mulund West, Mumbai, Maharashtra 400080",https://www.digitalconsultingpandit.com/,074002 86480,<br/>https://www.facebook.com/DigitalConsultingPandit/<br/>https://in.linkedin.com/company/digital-consulting-pandit
DigiManic,"Powai Plaza, 321, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",http://www.digimanic.com/,088282 11805,
Big Trunk Communications Pvt. Ltd.,"506, 5th floor, Town Centre 2 Marol Naka, Andheri East, Mumbai, Maharashtra 400059",https://bigtrunk.co.in/,022 4011 0533,<br/>https://www.facebook.com/BigTrunkCommunications/<br/>https://mobile.twitter.com/bigtrunkcomm<br/>https://www.instagram.com/big_trunk_communications/<br/>https://in.linkedin.com/in/akhil-nair-825ab54
Yellophant Digital,"1st Floor, 18 Sultania House, Subhash Rd, Vile Parle East, Mumbai, Maharashtra 400057",https://yellophantdigital.com/,096192 75069,<br/>https://www.instagram.com/yellophantdigital/<br/>https://in.linkedin.com/in/yellophant-digital-b811671a0<br/>https://www.facebook.com/yellophantdigital/
DiTech CDM - Digital Marketing Agency in Mumbai | SEO | PPC | SMO | Website Development | CMS,"4th Floor, ATL Corporate Park, 401-403, 7, Saki Vihar Rd, opp. L & T Gate, Powai, Mumbai, Maharashtra 400072",https://www.ditechcdm.com/,022 6284 3600,<br/>https://mobile.twitter.com/ditechcdm<br/>https://www.instagram.com/ditech_cdm/
SocioBliss Digital Marketing Agency,"F 5-4, Pinnacle Business Park , 5th Floor, Mahakali Caves Rd, Shanti Nagar, Andheri East, Mumbai, Maharashtra 400093",https://sociobliss.com/,,<br/>https://in.linkedin.com/company/sociobliss<br/>https://mobile.twitter.com/satyenbhati<br/>https://www.instagram.com/sociobliss_digitalmarketing/
Beeing Social,"Neelkanth Business Park, D 203, Vidyavihar station skywalk, Neelkanth Kingdom, Vidyavihar West, Vidyavihar, Mumbai, Maharashtra 400086",https://www.beeingsocial.com/,081698 36660,<br/>https://in.linkedin.com/in/shruti-s-a8ab0b163?trk=public_profile_browsemap<br/>https://www.instagram.com/beeingsocial/<br/>https://www.facebook.com/BeeingSocial/
DMTI SOFTPRO - Digital Marketing Course,"S V Road. 704, Pearl Plaza Near Andheri West Station, Maharashtra 400058",https://www.digital-marketing-courses.in/,098339 00110,
Kwebmaker Digital,"Mahalakshmi Chambers, 901, 9th floor, Bhulabhai Desai Marg, Mumbai, Maharashtra 400026",http://kwebmaker.com/,098212 17850,<br/>https://www.instagram.com/kwebmakerdigitalagency/<br/>https://www.pinterest.com/kwebmaker/<br/>https://in.linkedin.com/in/ashishkwebmaker<br/>https://www.youtube.com/user/kwebmaker<br/>https://mobile.twitter.com/kwebmaker
The Digito - Digital Marketing and SEO services,"C-103 Silver Leaf Towers, Akurli Rd, Kandivali East, Mumbai, Maharashtra 400101",http://thedigito.com/,090045 11099,
"Dr Gaurav Kumar Singh -(DM - LTMMC Mumbai) Gastroenterologistin Kanpur, Uttar Pradesh","Regency Hospital Limited, A-2, Cecil Clementi St, Model Town, Sarvodaya Nagar, Kanpur, Uttar Pradesh 208005",,,
"Regency Multi Super Speciality Hospital - Tower1, Sarvodaya Nagar, Kanpur","Regency Hospital Tower-1, A 2, Sarvodaya Nagar, Kanpur, Uttar Pradesh 208005",https://regencyhealthcare.in/locations/tower-1/,0512 350 1111,
Bhawana Hospital,"J block Govind nagar, Kanpur, Uttar Pradesh 208010",#,083032 36793,
RU Hospital | Best Multispeciality Hospital in Kanpur,"Basant Vihar 128/641, W, N 2 Rd, Juhi Kala, Naubasta, Kanpur, Uttar Pradesh 208011",http://www.ruhospital.in/,099354 40790,
Hospital,"C8XJ+XQG, Pumps India Limited, Railway Colony, Dhaka Purwa, Cooperganj, Kanpur, Uttar Pradesh 208012",#,096950 89446,
"Regency Multi Super Speciality Hospital - Govind Nagar, Kanpur","16/17, Block K, Govind Nagar, Kanpur, Uttar Pradesh 208006",https://regencyhealthcare.in/locations/regency-govind-nagar/,0512 350 2222,
Kanpur City Hospital,"Cold Store, Plot No.8 Near NSI, Meerut, Kalyanpur, Kanpur, Uttar Pradesh 208017",#,075250 00855,
Hari Hospital,"Block No. 11 124/A/195 Opposite Ram Leela Ground, Govind Nagar, Kanpur, Uttar Pradesh 208006",#,0512 265 5960,
Lakshya Hospital,"128/1006, in front of Telephone Exchange, Y Block, Ghari Purva, Kidwai Nagar, Kanpur, Uttar Pradesh 208011",http://lakshyahospital.in/,0512 263 4916,
MADHULOK HOSPITAL,"128/628-629, K Block, Kidwai Nagar, Kanpur, Uttar Pradesh 208011",#,0512 264 1400,<br/>https://in.linkedin.com/in/vivek-mishra-b778b811
Mercy Hospital Kanpur,"C8XJ+XQG, Juhi Naher, Dhaka Purwa, Cooperganj, Kanpur, Uttar Pradesh 208006",,,
Emerald Hospital,"438 h-2, Kidwai Nagar, Kanpur, Uttar Pradesh 208011",https://emeraldhospitalkanpur.com/Home/contact-us.html,070523 00111,
Fortune Hospital,"117Q, 40A, Q Block, Sharda Nagar, Kanpur, Uttar Pradesh 208025",http://fortunehospital.in/,070803 00300,<br/>https://www.instagram.com/fortunehospital.in/<br/>https://mobile.twitter.com/fortunehospital<br/>https://in.linkedin.com/in/fortune-hospital-b15417218
South Hospital,"barra 3 rd, near, Shastri Chowk, Kanpur, Uttar Pradesh 208027",#,099561 05050,
hospital,"F8J2+6H9, Model Town, Swaroop Nagar, Kanpur, Uttar Pradesh 208025",,,
MERCY HOSPITAL,"289, Dwivedi Nagar, Galla Mandi, Naubasta, Kanpur, Uttar Pradesh 208021",#,079059 26973,
SD Hospital,"C8WH+RX3, Hamirpur Rd, Baradevi, Juhi Kalan, Juhi, Kanpur, Uttar Pradesh 208011",http://drssrathore.com/,093057 23240,
The Panacea Hospital Kanpur,"117/473, L-Block, Kakadeo Between Neercheer Chauraha &, Double Pulia, Kanpur, Uttar Pradesh 208005",https://thepanaceahospital.com/,078979 97634,
Moti Hospitals,"26/109D, Pheelkhana Rd, Naughara, General Ganj, Kanpur, Uttar Pradesh 208001",#,098390 34578,
Sulaxmi Hospital,"F73H+PC3, Azad Nagar, Kanpur, Uttar Pradesh 208022",,,
S. D Hospital,"133/190, Hamirpur Rd, Near Baradevi Chauraha, O Block, Kidwai Nagar, Kanpur, Uttar Pradesh 208014",#,0512 260 0040,
Hospital,"C7CR+M57, Unnamed Road, Jarauli, Kanpur, Uttar Pradesh 208021",,,
Surman Hospital |Best Hospital in Kanpur|Laparoscopic|Colorectal|Gynaecology|Proctology|Hernia|Burn|Breast| |Laser|Gastro,"P-1 block, 120 feet road, near Namak Factory Cauraha, Kakadeo, Kanpur, Uttar Pradesh 208025",#,077550 44555,<br/>https://www.facebook.com/surmanhospitalkanpur/
Kabeer Hospital & Pathology Lab,"362 - B, Yashoda Nagar, Kanpur, Uttar Pradesh 208011",,,
Chandni Hospital,"9/60, Arya Nagar Rd, Khalasi Line, Arya Nagar, Kanpur, Uttar Pradesh 208002",http://www.chandnihospital.org/,0512 255 1185,<br/>https://in.linkedin.com/in/chandni-singh-65b52064
GTB Hospital Kanpur,"120/192(105, Laxmi Ratan Colony, Lajpat Nagar, Narainpurwa, Kanpur, Uttar Pradesh 208005",http://gtbhospitalkanpur.com/,080906 78678,
ORCHID HOSPITAL(24×7)Hrs,"98M6+JGM, Unnamed Road, Shrinagar, Naubasta, Kanpur, Uttar Pradesh 208021",#,099842 35049,
Mariampur Hospital,"F884+59F, Govind Nagar Rd, Ranjeet Nagar, Shastri Nagar, Kanpur, Uttar Pradesh 208005",http://mariampurhospital.com/,0512 221 6788,
Huma Hospital,"132/168, Babu Purwa, Kidwai Nagar, Kanpur, Uttar Pradesh 208023",,,
UJALA CYGNUS KULWANTI HOSPITAL,"117/N/8, Kakadeo, Near Devki Cinema, Kanpur, Uttar Pradesh 208005",https://www.kulwantihospitals.com/,,
New Leelamani Hospital,"near, 14/116, C-1, parade chauraha, Civil Lines, Kanpur, Uttar Pradesh 208001",http://www.newleelamanihospital.com/,093366 70360,<br/>https://www.facebook.com/Newleelamanihospital/<br/>https://in.linkedin.com/company/new-leelamani-hospital---india
Bhargava Hospital,"15/263, Civil Lines, Kanpur, Uttar Pradesh 208001",#,0512 230 4500,<br/>https://in.linkedin.com/company/bhargava-hospital
Merrygold Hospital,"128-S/629, opposite Shanidev Mandir, S Block, Yashoda Nagar, Kanpur, Uttar Pradesh 208011",#,094153 24875,<br/>https://www.facebook.com/merrygoldhospital/
good hospital,"C8FC+C37, Kidwai Nagar, Kanpur, Uttar Pradesh 208011",,,
Bhargava Medical & Trauma Centre,"30E, O Block, Kidwai Nagar, Kanpur, Uttar Pradesh 208014",http://www.bmtckanpur.com/,073090 38872,<br/>https://in.linkedin.com/in/vibha-yadav-39895a1a3<br/>https://www.facebook.com/bmtc.knp/
AMBA HOSPITAL,"15/201, कोर्ट के पास, Green Park, Civil Lines, Kanpur, Uttar Pradesh 208001",http://ambahospital.com/,098394 51222,
O E F Gm Combind Hospital,"Tagore Road, Cantt, Tagore Road, Kanpur, Uttar Pradesh 208004",#,0512 233 9214,
National Hospital,"A-1/10B HIG, Golden Quadilateral, HIG, Barra World Bank, Barra, Kanpur, Uttar Pradesh 208027",#,090264 02076,
Ameya Hospital,"117/K/137, Geeta Nagar, Sarvodaya Nagar, Kanpur, Uttar Pradesh 208005",https://www.ameyahospital.com/,088107 14050,
Katloghi Hospital,"F934+4MW, Harris Ganj, Mirpur Cantonment, Mirpur, Kanpur, Uttar Pradesh 208004",,,
Raunak Hospital,"969, 38, Machhariya Rd, Macharia, Naubasta, Kanpur, Uttar Pradesh 208011",#,094502 64604,
Gaytri Hospital,"B sector, B-381, Galla Mandi, Naubasta, Kanpur, Uttar Pradesh 208021",,,
S S V Hospital,"103/116, Sanigawan Rd, K.R. Puram, Daheli Sujanpur, Kanpur, Uttar Pradesh 208021",,,
Manday Hospital,"C7VV+7X4, Shastri Chowk, Barra 4, Neemeshwar MahaMandir Society, Barra World Bank, Barra, Kanpur, Uttar Pradesh 208022",#,093361 73384,
Satya Trauma & Maternity Centre,"Satya Hospital Satya Chowk, Barra 6 Main Rd, Kanpur, Uttar Pradesh 208027",https://www.satyahospitals.com/,0512 228 2112,
Abha Super Speciality Hospital - Best Hospitals in Kanpur,"10/503-B, Allenganj, Tilak Nagar, Kanpur, Uttar Pradesh 208002",#,0512 255 7803,
UHM Hospital Emergency,"Bade Chouraha,, 21, Mall Rd, Shiwala, Bade Chouraha, Downtown, Kanpur, Uttar Pradesh 208001",,,
Smart Care Hospital,"96/2, Mall Rd, Baker Mandi, Chunni Ganj, Permat, Kanpur, Uttar Pradesh 208001",,,
Chandra Hospital,"C-1/9 HIG, Golden Quadilateral, Vishwa Bank Colony, Barra World Bank, Barra, Kanpur, Uttar Pradesh 208027",,,
New City Hospital,"C7PM+R2V, Neemeshwar MahaMandir Society, Ratan Lal Nagar, Kanpur, Uttar Pradesh 208022",#,099360 54441,
Cardiology,"4, Awas Vikas Rd, Hanspuram, Yashoda Nagar, Kanpur, Uttar Pradesh 208011",https://lpscardiology.org/,,
New S S Hospital,"A- 2311 HIG, Awas Vikas Rd, Hanspuram, Naubasta, Kanpur, Uttar Pradesh 208021",#,078006 48181,
jeevan hospital,"16/1691, New Shivli Rd, R.K. Puram, Kalyanpur, Kanpur, Uttar Pradesh 208017",https://website--508765341709856514824-hospital.business.site/?utm_source=gmb&utm_medium=referral,,
Georgina McRobert Memorial Hospital,"Opposite Chamber of Commerce, #14/112, Green Park Civil Lines, Green Park, Permat, Kanpur, Uttar Pradesh 208001",,,
